Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Nissan,Altima,1.2,Petrol,2001,68580,6419
BMW,M5,4.0,Petrol,2005,95481,27535
Ford,Puma,1.6,Hybrid,2005,91057,10741
Toyota,Yaris,1.0,Petrol,2012,64242,11423
Nissan,Juke,2.0,Diesel,1999,146323,3601
Nissan,Juke,1.2,Petrol,1995,218247,1096
Ford,Focus,1.4,Petrol,1996,233459,1427
Nissan,Murano,2.0,Diesel,1987,177604,1843
Toyota,Matrix,1.8,Hybrid,2017,29153,41396
Toyota,Corolla,1.8,Hybrid,2002,140141,8270
Nissan,Altima,1.6,Petrol,2016,48316,22947
Ford,Focus,2.0,Hybrid,2004,54039,14547
Ford,Puma,1.8,Diesel,2010,73848,15680
Nissan,Murano,1.8,Diesel,2006,73062,13933
Ford,Fiesta,1.0,Petrol,2015,17044,15298
Nissan,Murano,1.4,Diesel,1999,206887,2658
Ford,Fiesta,1.2,Petrol,2019,8195,22933
Nissan,Altima,1.2,Diesel,2017,48390,22295
BMW,M5,4.0,Petrol,2019,29225,107697
Ford,Focus,1.0,Petrol,2009,65863,11084
Toyota,Yaris,1.4,Hybrid,2009,72006,12612
Nissan,Altima,1.2,Petrol,2000,87319,5281
Ford,Fiesta,1.2,Petrol,1997,143592,2120
Toyota,Yaris,1.0,Hybrid,1987,66771,2546
Toyota,Yaris,1.4,Hybrid,2015,62349,20057
Toyota,Yaris,1.2,Hybrid,2016,48579,21664
Toyota,Matrix,1.8,Hybrid,1992,275530,1093
Ford,Fiesta,1.0,Petrol,1998,224628,1029
BMW,M5,5.0,Petrol,2009,48833,54999
Porsche,718 Cayman,2.0,Petrol,1996,230650,2335
Nissan,Murano,1.6,Diesel,2014,55742,25085
Ford,Puma,1.6,Diesel,1996,227788,1671
Toyota,Yaris,1.4,Petrol,2006,130741,5596
Nissan,Juke,1.0,Petrol,2001,171934,2240
Ford,Puma,1.8,Diesel,2010,105285,12544
Nissan,Altima,1.4,Diesel,1990,89090,3036
Nissan,Juke,2.0,Petrol,1992,300802,538
BMW,X3,3.0,Diesel,2003,176055,6736
Porsche,718 Cayman,2.4,Petrol,2001,56035,14328
Nissan,Altima,1.2,Petrol,1993,28609,4822
Ford,Puma,1.8,Diesel,1995,230680,1615
Toyota,Corolla,2.0,Hybrid,1990,179483,2824
Ford,Puma,2.0,Diesel,2013,66832,21157
Ford,Fiesta,1.4,Diesel,2006,37688,9276
Nissan,Juke,2.0,Petrol,2010,94052,10666
BMW,Z4,2.0,Petrol,1996,129001,4602
Toyota,Yaris,1.4,Hybrid,2013,83497,15220
Toyota,Corolla,2.4,Hybrid,2002,113484,11757
Nissan,Murano,1.6,Diesel,2009,50959,18524
Nissan,Murano,1.8,Diesel,1995,125663,4561
Toyota,Yaris,1.4,Petrol,2022,9239,36425
Porsche,911,3.5,Petrol,2011,24505,71810
Ford,Focus,1.8,Diesel,1999,142748,4548
Nissan,Altima,1.8,Diesel,2010,79759,13944
BMW,Z4,2.0,Petrol,2006,131135,8815
Toyota,Yaris,1.4,Petrol,2020,18727,30301
Ford,Fiesta,1.0,Hybrid,2014,52552,13947
Porsche,911,2.6,Petrol,2007,72453,35242
Ford,Fiesta,1.0,Diesel,2011,32742,11264
Toyota,Matrix,1.0,Hybrid,2006,60201,12264
Toyota,Yaris,1.4,Hybrid,1999,133219,4129
Toyota,Matrix,1.0,Hybrid,2019,12852,38576
BMW,M5,4.4,Petrol,1995,177670,7720
Nissan,Murano,1.8,Petrol,2006,103253,10720
Toyota,Corolla,1.8,Hybrid,2007,79155,18216
BMW,Z4,3.0,Petrol,2007,62532,18953
BMW,M5,4.4,Petrol,2018,46384,95440
Ford,Fiesta,1.4,Petrol,2002,95240,4630
Nissan,Juke,2.0,Petrol,2014,52497,18434
Ford,Puma,2.0,Diesel,1993,204803,1880
Ford,Puma,1.8,Diesel,2006,49622,14056
Ford,Focus,1.6,Diesel,2006,94687,9878
Toyota,Yaris,1.0,Petrol,1995,263208,715
Nissan,Murano,2.0,Petrol,2006,128392,9332
Ford,Focus,1.4,Diesel,2011,60782,16266
Porsche,718 Cayman,2.4,Petrol,1986,257695,1024
BMW,X3,3.0,Diesel,2018,23139,55217
Nissan,Murano,1.8,Diesel,2005,145054,7615
Ford,Focus,1.6,Petrol,1996,67123,5844
Toyota,Corolla,2.0,Hybrid,2005,74144,17389
Nissan,Juke,1.0,Petrol,1997,133788,2346
Nissan,Juke,2.0,Petrol,1999,234320,1598
Nissan,Juke,1.2,Petrol,2008,154471,4528
Nissan,Juke,1.6,Petrol,2012,49502,14702
Toyota,Corolla,2.0,Hybrid,2011,91120,23053
Nissan,Murano,2.0,Diesel,1992,255600,1279
Nissan,Murano,1.8,Diesel,1995,60808,7257
Ford,Fiesta,1.4,Petrol,1995,242907,844
Nissan,Juke,2.0,Petrol,2018,28972,27718
Nissan,Altima,2.0,Diesel,2017,44541,29471
Nissan,Murano,1.8,Diesel,2008,96991,13464
BMW,Z4,2.2,Petrol,1994,93130,5532
Ford,Focus,1.6,Diesel,2002,62232,9454
Ford,Fiesta,1.4,Petrol,1993,238799,767
Nissan,Murano,1.4,Diesel,2002,67572,9763
Toyota,Corolla,2.4,Hybrid,1996,158896,5492
Nissan,Altima,2.0,Petrol,2014,40172,23595
Toyota,Matrix,1.4,Hybrid,1997,138275,4513
Nissan,Juke,1.6,Diesel,2007,98841,7921
Ford,Puma,1.6,Diesel,2018,36809,31876
Toyota,Matrix,1.0,Hybrid,2013,70152,18318
BMW,Z4,2.0,Petrol,2007,120744,10217
Nissan,Juke,1.4,Petrol,2004,75664,6803
BMW,Z4,2.0,Petrol,1998,160732,4067
Nissan,Juke,1.2,Petrol,2001,177621,2337
Nissan,Murano,2.0,Diesel,2003,146258,6957
Toyota,Corolla,2.4,Hybrid,2009,101258,20538
Nissan,Juke,2.0,Petrol,2006,87632,8552
Ford,Fiesta,1.4,Petrol,2015,42255,15664
Ford,Focus,1.4,Petrol,2000,190986,2722
Nissan,Juke,2.0,Petrol,2017,19833,27294
Ford,Puma,2.0,Diesel,2019,25596,40643
Nissan,Juke,1.6,Petrol,2004,107041,5814
BMW,M5,5.0,Petrol,2008,101489,35992
Toyota,Matrix,1.8,Hybrid,2000,163711,5075
Porsche,718 Cayman,2.4,Petrol,2000,160790,6154
Nissan,Altima,1.8,Petrol,2012,54329,17954
Toyota,Corolla,2.0,Hybrid,2012,59092,30630
Nissan,Juke,1.4,Petrol,1995,89318,3395
Ford,Puma,1.8,Diesel,2010,92554,13764
Ford,Focus,1.4,Petrol,2021,13410,39927
Porsche,718 Cayman,2.4,Petrol,2015,37831,40755
Ford,Fiesta,1.0,Petrol,2003,119952,3479
Toyota,Corolla,2.4,Hybrid,2020,25949,69883
Ford,Fiesta,1.0,Petrol,1997,76449,3199
BMW,Z4,2.2,Petrol,1997,125396,5307
Toyota,Matrix,1.8,Hybrid,1988,169285,2176
Toyota,Corolla,2.2,Petrol,2021,19780,61683
Toyota,Yaris,1.0,Petrol,2015,74544,13026
Toyota,Corolla,1.8,Hybrid,1988,192690,2091
Toyota,Matrix,1.8,Hybrid,1995,125102,4969
Toyota,Corolla,2.0,Hybrid,2003,107318,12017
Nissan,Juke,1.0,Petrol,1998,90627,3473
Nissan,Juke,1.2,Petrol,2012,41298,13387
Porsche,Cayenne,3.5,Petrol,2019,32959,78293
Toyota,Yaris,1.2,Petrol,2008,53634,10261
Ford,Puma,2.0,Diesel,2014,50644,25096
Toyota,Matrix,1.4,Hybrid,2013,55779,23805
Nissan,Murano,1.6,Diesel,1998,176090,3477
Ford,Focus,1.4,Petrol,2009,70820,12690
Toyota,Corolla,2.2,Hybrid,1987,219009,1713
Porsche,718 Cayman,2.4,Petrol,2018,38211,49666
Toyota,Corolla,2.4,Hybrid,1989,203178,2354
Toyota,Matrix,1.8,Hybrid,1998,167979,4285
Toyota,Matrix,1.4,Hybrid,2010,57663,19257
Ford,Puma,1.4,Diesel,1998,190767,2483
BMW,Z4,2.2,Petrol,2007,33282,19442
Nissan,Murano,1.8,Petrol,2011,88527,16641
Nissan,Murano,1.4,Diesel,2005,156372,6122
Nissan,Altima,2.0,Petrol,1994,109201,3897
Ford,Fiesta,1.4,Petrol,2017,38733,18280
Toyota,Corolla,2.2,Hybrid,1990,129370,4475
Toyota,Yaris,1.2,Petrol,2003,175076,2947
Nissan,Murano,1.8,Diesel,2000,125053,6396
Toyota,Matrix,1.8,Hybrid,2015,34885,35045
Nissan,Juke,1.6,Petrol,2003,81362,6543
Toyota,Corolla,2.4,Hybrid,2012,69620,31315
Toyota,Yaris,1.0,Hybrid,2006,123360,6012
Porsche,911,2.2,Petrol,2003,111417,18797
Ford,Puma,1.8,Diesel,1995,147332,3326
Toyota,Matrix,1.4,Hybrid,2006,85649,12222
Ford,Focus,1.4,Petrol,1994,235083,1230
Ford,Fiesta,1.4,Petrol,2009,79948,8225
Nissan,Altima,2.0,Petrol,1995,149618,3034
Nissan,Murano,1.6,Diesel,2013,31742,27151
Nissan,Murano,1.8,Petrol,2008,53158,17266
Nissan,Juke,1.6,Petrol,2002,64897,6841
Nissan,Murano,1.4,Petrol,2013,60727,20248
Ford,Fiesta,1.4,Petrol,2011,100758,8104
Ford,Fiesta,1.4,Petrol,1996,195696,1380
Ford,Focus,1.6,Petrol,2006,168692,5256
Nissan,Juke,1.0,Petrol,1993,200427,1026
Nissan,Altima,1.4,Diesel,2010,73358,12847
Nissan,Altima,1.4,Diesel,1999,158418,3237
Toyota,Yaris,1.2,Hybrid,1999,88206,5361
Nissan,Juke,1.0,Petrol,2018,44505,17881
Nissan,Altima,2.0,Petrol,1997,155262,3310
Toyota,Corolla,2.2,Hybrid,1993,254761,1843
Ford,Focus,2.0,Petrol,2020,22293,42537
Ford,Puma,1.8,Diesel,2004,157325,5583
Ford,Focus,1.0,Petrol,2010,80463,10736
Ford,Puma,1.8,Diesel,1999,61997,8147
Nissan,Murano,1.4,Diesel,2000,150376,4608
Nissan,Altima,1.6,Diesel,2019,24522,33865
Toyota,Corolla,2.2,Hybrid,2004,137581,10664
Toyota,Matrix,1.4,Hybrid,2005,131844,8097
Ford,Fiesta,1.4,Petrol,2012,88613,9455
Porsche,911,3.0,Petrol,1990,227782,3471
Ford,Focus,1.4,Petrol,2005,108112,7460
BMW,X3,2.0,Diesel,2004,101804,10635
Toyota,Corolla,2.0,Hybrid,1998,153313,5999
Toyota,Corolla,2.0,Petrol,2001,115526,8239
BMW,M5,4.4,Petrol,2009,46586,52313
Ford,Puma,1.6,Diesel,2007,93070,10585
Nissan,Juke,1.0,Petrol,1993,166788,1372
Ford,Puma,1.6,Diesel,2009,84316,12869
Ford,Focus,1.6,Hybrid,2005,127533,8250
Nissan,Murano,1.6,Diesel,1985,299073,476
Toyota,Yaris,1.2,Hybrid,1992,202920,1334
Toyota,Corolla,2.4,Petrol,2008,91767,17150
Ford,Fiesta,1.4,Diesel,2007,105399,6299
Toyota,Yaris,1.2,Hybrid,1995,144552,2674
Ford,Puma,1.4,Petrol,2002,81513,7331
Ford,Fiesta,1.0,Petrol,2016,45260,13895
Ford,Focus,2.0,Petrol,1996,27014,8363
Nissan,Juke,2.0,Petrol,1994,135250,2686
Ford,Focus,1.8,Petrol,2001,148825,4711
Toyota,Yaris,1.0,Hybrid,2021,12727,33929
Toyota,Corolla,2.2,Hybrid,2005,83638,17086
Nissan,Juke,2.0,Petrol,2000,203683,2250
Nissan,Juke,1.4,Petrol,2020,17324,28276
Ford,Fiesta,1.2,Petrol,1995,102202,2555
Nissan,Juke,1.0,Petrol,2016,30167,17036
Toyota,Corolla,2.0,Petrol,1998,106409,7224
Ford,Focus,1.6,Petrol,1998,117532,4657
Porsche,718 Cayman,4.0,Petrol,2009,104019,22653
Ford,Fiesta,1.0,Petrol,1994,215160,859
Ford,Puma,1.6,Petrol,2018,24487,32591
Toyota,Matrix,1.8,Hybrid,1992,181902,2551
Nissan,Altima,2.0,Petrol,2005,144974,6138
Nissan,Murano,2.0,Diesel,2015,31434,34747
Nissan,Altima,1.8,Petrol,1987,217031,945
Nissan,Altima,2.0,Diesel,2010,105898,12188
Nissan,Juke,1.6,Petrol,1999,56067,5930
Nissan,Juke,2.0,Petrol,2008,95234,9255
Nissan,Murano,2.0,Diesel,2018,25440,43917
Ford,Puma,1.6,Diesel,2005,102634,8642
Nissan,Murano,1.4,Diesel,2002,155897,5032
Ford,Focus,1.6,Petrol,2010,55094,16068
Ford,Focus,1.4,Hybrid,2010,96131,13645
Ford,Puma,1.4,Hybrid,2013,57215,21536
Toyota,Corolla,2.4,Hybrid,1998,91069,10619
Nissan,Altima,2.0,Petrol,2013,54611,20194
Nissan,Altima,1.8,Petrol,1998,211743,2064
Nissan,Juke,1.0,Petrol,1994,204850,1055
Nissan,Juke,1.0,Petrol,1991,195385,939
Porsche,Cayenne,2.6,Petrol,2002,108302,13135
Nissan,Juke,1.2,Petrol,1993,243627,762
Ford,Fiesta,1.2,Petrol,2010,72278,8576
BMW,X3,3.0,Petrol,1997,152948,5219
Ford,Focus,1.4,Diesel,2001,131740,5004
Nissan,Murano,1.4,Diesel,2005,138790,7063
Ford,Focus,1.4,Petrol,2013,70072,16651
Nissan,Murano,1.4,Diesel,1997,151397,3741
Toyota,Matrix,1.0,Hybrid,2003,177030,4128
Ford,Fiesta,1.2,Petrol,2019,12494,22420
BMW,M5,4.0,Petrol,2005,99065,26828
Ford,Focus,2.0,Petrol,2002,114494,6958
Nissan,Murano,1.4,Petrol,2005,77825,10599
BMW,M5,4.4,Petrol,1991,287319,2185
Nissan,Altima,1.6,Petrol,1989,177376,1442
Toyota,Corolla,1.8,Hybrid,2005,74766,16427
Toyota,Matrix,1.0,Hybrid,1991,229440,1167
Toyota,Matrix,1.4,Hybrid,2014,62643,24346
BMW,X3,2.0,Diesel,2015,8888,39864
Nissan,Altima,1.8,Petrol,2000,202575,2558
Nissan,Juke,1.6,Petrol,2004,80774,7023
BMW,Z4,2.0,Petrol,2010,63586,18771
Toyota,Matrix,1.0,Hybrid,2003,86144,8428
Nissan,Juke,1.6,Petrol,2004,114664,5491
Nissan,Juke,1.4,Petrol,1989,303990,357
Ford,Fiesta,1.2,Petrol,1992,111436,1953
Nissan,Murano,1.6,Diesel,2003,147928,6138
Nissan,Murano,1.8,Diesel,2011,95258,16652
Ford,Focus,1.8,Petrol,2000,162155,3948
Toyota,Matrix,1.0,Hybrid,1992,250674,1027
Toyota,Yaris,1.2,Hybrid,2020,17901,33816
Nissan,Murano,2.0,Petrol,2002,200688,3905
Ford,Fiesta,1.4,Petrol,2011,28082,13038
Toyota,Yaris,1.4,Hybrid,1994,125398,3146
Ford,Puma,1.4,Diesel,2013,42370,20666
Ford,Fiesta,1.4,Petrol,1989,176567,1021
Toyota,Corolla,2.2,Hybrid,2009,66533,25056
Nissan,Juke,1.2,Petrol,2007,93552,6788
Toyota,Yaris,1.4,Hybrid,2019,32460,31482
Ford,Fiesta,1.4,Petrol,2018,7578,23247
Toyota,Yaris,1.0,Petrol,2006,103758,5811
BMW,X3,3.0,Diesel,2008,82138,19574
Toyota,Matrix,1.8,Hybrid,1986,128814,2649
Nissan,Altima,2.0,Diesel,1994,134098,3377
Nissan,Murano,1.4,Petrol,2008,75992,13109
Nissan,Murano,2.0,Diesel,1995,247059,1691
Toyota,Yaris,1.2,Hybrid,2018,42610,25675
Nissan,Altima,1.8,Petrol,2011,89673,13244
Nissan,Murano,2.0,Diesel,1999,78041,8903
Porsche,911,2.6,Petrol,1986,201815,3123
Ford,Focus,1.0,Petrol,2013,72989,13800
Nissan,Murano,1.8,Diesel,2009,81725,16038
Nissan,Altima,1.2,Petrol,2011,89279,10844
Ford,Fiesta,1.2,Petrol,2007,108455,5429
Ford,Puma,1.4,Diesel,1996,74634,5409
Toyota,Matrix,1.0,Hybrid,1991,97618,3488
Nissan,Altima,1.2,Diesel,2004,105128,6364
Nissan,Juke,1.2,Petrol,2015,40229,16457
Ford,Focus,2.0,Petrol,2012,48438,21401
Nissan,Juke,1.2,Petrol,2002,126441,3801
Ford,Fiesta,1.0,Petrol,1994,213132,874
Ford,Focus,2.0,Hybrid,2006,168235,7080
Ford,Fiesta,1.4,Petrol,1992,146259,1605
Toyota,Matrix,1.8,Hybrid,2003,91772,10865
Ford,Fiesta,1.4,Petrol,1989,146118,1316
Toyota,Corolla,1.8,Hybrid,1991,186958,2685
Toyota,Yaris,1.2,Hybrid,1993,170792,1883
Nissan,Murano,1.4,Diesel,1991,173698,2081
Nissan,Murano,2.0,Diesel,2004,120942,9087
Nissan,Murano,1.4,Diesel,2005,48783,13453
Nissan,Murano,2.0,Diesel,1988,244959,1081
Ford,Fiesta,1.4,Petrol,1991,298454,384
Ford,Puma,1.8,Diesel,2009,84813,13602
Ford,Puma,1.8,Hybrid,2020,20189,48544
Toyota,Matrix,1.0,Hybrid,2013,69388,18412
Toyota,Matrix,1.8,Hybrid,1999,123096,6589
Ford,Fiesta,1.0,Petrol,2009,96434,6186
BMW,X3,3.0,Diesel,1989,116527,4292
BMW,X3,2.0,Diesel,2015,31704,35158
Nissan,Juke,1.2,Petrol,1999,197133,1727
Nissan,Juke,1.0,Petrol,2013,52871,12165
Toyota,Matrix,1.0,Hybrid,2006,176665,5058
Porsche,911,2.6,Petrol,2020,16381,117938
Ford,Focus,1.6,Petrol,2002,167696,4060
Toyota,Corolla,2.0,Hybrid,2010,99600,20286
Ford,Focus,2.0,Petrol,2006,131224,7982
Ford,Fiesta,1.4,Petrol,2012,5500,15751
BMW,M5,4.4,Petrol,2012,50663,62303
Ford,Focus,2.0,Diesel,2000,145096,5028
Porsche,Cayenne,2.6,Diesel,1993,216772,3073
Toyota,Matrix,1.8,Hybrid,1996,190241,3099
Nissan,Murano,1.6,Diesel,1989,246290,1021
Toyota,Matrix,1.0,Hybrid,2000,31314,9811
Toyota,Yaris,1.2,Petrol,2006,146185,4579
Nissan,Altima,1.8,Petrol,1999,256393,1468
Toyota,Yaris,1.4,Hybrid,1997,144403,3305
Ford,Fiesta,1.4,Petrol,2011,71589,9948
Porsche,718 Cayman,2.4,Petrol,2003,105312,11650
Ford,Focus,1.4,Petrol,2015,57190,20698
Ford,Fiesta,1.0,Petrol,1997,158845,1708
Porsche,911,3.5,Petrol,1992,184784,6273
Toyota,Matrix,1.8,Hybrid,1987,361427,343
Nissan,Altima,1.6,Petrol,1996,194154,1989
Nissan,Altima,1.4,Petrol,2004,149035,4648
Nissan,Murano,1.8,Diesel,2012,67537,21568
Porsche,718 Cayman,4.0,Petrol,2008,120936,18651
Nissan,Juke,1.2,Petrol,2006,78185,7074
Ford,Puma,2.0,Diesel,2014,70240,22109
Porsche,Cayenne,2.6,Petrol,2011,66385,32161
Toyota,Yaris,1.2,Hybrid,2005,30680,11580
Nissan,Murano,1.4,Diesel,1997,126439,4568
Toyota,Corolla,1.8,Hybrid,1998,168408,5019
Ford,Puma,2.0,Diesel,2016,19613,34402
Nissan,Juke,1.0,Petrol,1988,187266,825
Nissan,Altima,1.8,Petrol,2000,74169,7084
Nissan,Murano,2.0,Diesel,2003,143810,7096
Toyota,Corolla,2.0,Hybrid,2017,32715,50244
Nissan,Altima,1.4,Petrol,2011,97834,11015
Toyota,Yaris,1.0,Hybrid,1997,92430,4156
Ford,Focus,1.0,Petrol,2008,113106,7417
Porsche,Cayenne,2.6,Petrol,2017,39752,56737
Ford,Focus,1.6,Hybrid,2020,16403,47153
Nissan,Altima,2.0,Petrol,2014,46778,22667
Nissan,Juke,1.0,Petrol,2013,31299,13857
Nissan,Juke,2.0,Diesel,2016,63511,20608
Ford,Puma,1.6,Diesel,2019,35567,34324
Ford,Fiesta,1.0,Petrol,2013,37317,11933
Ford,Focus,1.4,Hybrid,2017,39355,31690
Ford,Puma,2.0,Diesel,2012,69658,19425
Toyota,Corolla,2.4,Hybrid,2001,24235,19881
Toyota,Yaris,1.2,Hybrid,1996,119054,3495
Nissan,Altima,1.8,Petrol,2007,71109,11532
Toyota,Yaris,1.0,Hybrid,2010,75933,11095
Ford,Fiesta,1.4,Petrol,2013,46568,13353
Toyota,Corolla,2.4,Petrol,2016,69325,34138
Nissan,Juke,1.0,Petrol,2012,58817,10958
Toyota,Matrix,1.0,Hybrid,2012,57344,18634
Ford,Fiesta,1.0,Petrol,1993,214584,807
BMW,Z4,3.0,Petrol,1996,107651,6637
Ford,Puma,1.6,Diesel,2010,104576,11889
Porsche,Cayenne,4.0,Petrol,1989,166119,4321
Nissan,Juke,1.4,Petrol,2003,185363,2699
Ford,Puma,2.0,Diesel,1994,179134,2514
Ford,Puma,1.8,Diesel,1998,78840,6809
Nissan,Juke,1.6,Petrol,2014,31937,18667
Nissan,Altima,1.6,Hybrid,2007,143681,7607
Ford,Focus,1.0,Petrol,2012,40537,15879
Toyota,Corolla,2.0,Petrol,1990,228786,1522
Toyota,Matrix,1.0,Hybrid,2007,66941,12544
Ford,Puma,1.8,Hybrid,1996,285335,1187
Toyota,Corolla,2.0,Hybrid,1990,141665,3869
Nissan,Juke,1.4,Petrol,1995,202211,1366
Toyota,Matrix,1.8,Hybrid,2018,37921,42044
BMW,M5,4.0,Petrol,1987,136150,6087
Ford,Fiesta,1.0,Petrol,2012,102904,7207
BMW,Z4,2.4,Petrol,1990,232545,1394
Ford,Fiesta,1.4,Petrol,2004,44415,7425
Ford,Focus,1.0,Petrol,2014,64472,15611
Toyota,Corolla,1.8,Hybrid,1994,210250,2672
Ford,Puma,1.4,Petrol,2018,27415,29986
Ford,Focus,1.6,Petrol,2011,65849,16022
Ford,Focus,1.8,Petrol,2015,41039,25943
Toyota,Corolla,1.8,Hybrid,2017,35746,46829
Porsche,911,3.5,Petrol,1992,221768,4524
Toyota,Matrix,1.0,Hybrid,1999,68531,7281
Toyota,Corolla,2.2,Petrol,1997,86538,8184
Nissan,Juke,1.2,Petrol,2001,81167,4966
Ford,Focus,1.6,Diesel,2017,37670,29942
Nissan,Juke,1.2,Petrol,2015,35649,16910
Toyota,Corolla,2.2,Hybrid,2004,155413,9226
Nissan,Juke,1.4,Petrol,1990,240617,692
Porsche,Cayenne,2.6,Petrol,1991,231796,2236
Ford,Fiesta,1.0,Petrol,2000,193340,1554
Toyota,Matrix,1.4,Hybrid,2011,78801,17888
Ford,Puma,1.8,Diesel,2007,67347,13408
Toyota,Corolla,2.0,Hybrid,1998,145533,6393
Toyota,Corolla,2.4,Hybrid,2011,48292,33603
Nissan,Altima,2.0,Hybrid,1991,206239,1719
Toyota,Yaris,1.2,Petrol,2011,73226,11027
Ford,Puma,1.8,Diesel,2017,7743,37170
Ford,Focus,1.4,Petrol,2001,120776,5191
Nissan,Murano,1.8,Diesel,2011,71928,19594
Nissan,Murano,1.4,Diesel,2009,90696,13280
Porsche,718 Cayman,2.4,Petrol,2002,137520,8503
Nissan,Juke,1.0,Petrol,2011,79847,8910
Nissan,Murano,1.4,Diesel,2010,39251,19896
Nissan,Juke,1.0,Petrol,2016,27723,17275
Toyota,Corolla,2.0,Petrol,2008,31196,23182
Nissan,Altima,1.2,Petrol,2002,110945,5079
Nissan,Altima,1.4,Petrol,2000,156872,3338
Ford,Focus,1.6,Petrol,1992,266237,863
Toyota,Corolla,2.2,Hybrid,2000,146982,7572
Nissan,Murano,2.0,Diesel,1992,224195,1706
BMW,Z4,2.4,Petrol,2003,45065,14497
BMW,Z4,2.2,Petrol,2006,106688,11151
Toyota,Matrix,1.4,Hybrid,1995,201249,2321
Nissan,Murano,2.0,Diesel,1993,147235,3543
Toyota,Matrix,1.4,Hybrid,2017,59134,30420
BMW,M5,4.0,Petrol,1994,225811,4504
Ford,Focus,1.6,Hybrid,1992,123416,3580
Porsche,911,2.6,Petrol,1989,202278,3799
Ford,Puma,2.0,Petrol,1993,229824,1430
Ford,Puma,1.8,Diesel,1989,124562,2672
Nissan,Altima,1.4,Diesel,2015,45018,21517
Toyota,Matrix,1.8,Hybrid,1997,199135,3064
Toyota,Corolla,2.4,Hybrid,2011,53714,32484
Toyota,Matrix,1.0,Hybrid,2021,9590,44845
Ford,Focus,2.0,Petrol,2012,104511,14605
Toyota,Corolla,1.8,Petrol,2012,58951,24237
BMW,Z4,2.2,Petrol,1991,161274,2663
Toyota,Corolla,1.8,Hybrid,2010,119060,16635
BMW,M5,4.0,Petrol,2000,134371,14688
Porsche,911,2.6,Petrol,2014,56255,62495
Nissan,Juke,1.0,Petrol,1997,230730,1022
Nissan,Murano,1.6,Diesel,1997,214349,2327
Ford,Fiesta,1.0,Diesel,2000,187961,1710
Ford,Fiesta,1.4,Petrol,2003,32288,7466
Toyota,Corolla,2.2,Petrol,2004,206140,4974
Nissan,Murano,2.0,Diesel,2009,106879,14107
Nissan,Juke,1.4,Petrol,1993,158418,1741
Nissan,Altima,1.6,Petrol,2014,56211,19112
Porsche,911,3.5,Petrol,1999,228095,6813
Nissan,Murano,1.8,Diesel,1997,226374,2215
Toyota,Corolla,1.8,Hybrid,1993,136512,4672
Toyota,Matrix,1.4,Hybrid,1999,148882,4733
Nissan,Murano,1.8,Petrol,2019,24577,42621
Ford,Focus,1.6,Hybrid,1998,219976,2364
Ford,Puma,1.6,Diesel,2013,86583,16536
Porsche,Cayenne,4.0,Petrol,2005,92218,22384
Toyota,Corolla,2.4,Hybrid,2003,10000,24541
Nissan,Juke,1.4,Petrol,2018,38718,21908
Ford,Focus,1.4,Diesel,2007,67383,11931
Nissan,Altima,1.4,Petrol,2008,77702,10396
Toyota,Yaris,1.2,Petrol,2010,53559,11730
Toyota,Matrix,1.4,Hybrid,2014,58187,25058
BMW,Z4,2.4,Petrol,1997,106098,6420
Nissan,Altima,1.8,Petrol,2015,63759,20638
Toyota,Corolla,2.2,Hybrid,2015,48864,41856
Ford,Puma,1.4,Diesel,2004,124262,6421
Ford,Focus,2.0,Petrol,2000,151479,4546
Nissan,Murano,2.0,Diesel,2011,93350,17796
Nissan,Murano,1.8,Diesel,2015,48758,29715
Ford,Puma,1.8,Hybrid,2005,159435,6702
Toyota,Yaris,1.0,Petrol,1995,191693,1367
Nissan,Murano,2.0,Diesel,2007,56819,17467
BMW,Z4,2.2,Petrol,1987,310102,528
Toyota,Matrix,1.4,Hybrid,2004,147841,6662
Porsche,Cayenne,3.5,Petrol,1997,110069,10776
Nissan,Murano,1.4,Diesel,2016,43940,28854
BMW,M5,4.4,Petrol,2002,71054,28031
Ford,Focus,1.0,Diesel,2004,28665,10485
Ford,Puma,1.8,Hybrid,2006,163694,6914
Nissan,Juke,1.2,Diesel,2014,19788,18179
Ford,Puma,1.8,Diesel,2000,101003,6647
BMW,M5,4.0,Petrol,2007,34796,46854
Toyota,Yaris,1.4,Hybrid,2017,28553,28179
Nissan,Juke,1.2,Petrol,1993,198549,1143
Nissan,Juke,1.6,Petrol,2008,90314,8575
Toyota,Matrix,1.0,Hybrid,2010,86523,13404
Toyota,Matrix,1.8,Hybrid,1993,125378,4339
Toyota,Corolla,2.4,Hybrid,2000,143450,8138
Toyota,Yaris,1.4,Hybrid,1996,127073,3548
Toyota,Matrix,1.8,Hybrid,2010,83157,18412
Ford,Focus,1.8,Petrol,2009,91031,12511
Ford,Focus,1.6,Petrol,2009,103456,10779
Nissan,Altima,1.2,Petrol,1994,186800,1607
Toyota,Matrix,1.0,Hybrid,2006,121545,7927
Ford,Puma,2.0,Diesel,1989,213344,1334
Nissan,Altima,1.8,Petrol,1992,180736,1815
Ford,Fiesta,1.2,Petrol,2001,75195,4615
Ford,Puma,1.6,Diesel,1992,192983,1745
Nissan,Murano,1.8,Diesel,1996,198491,2658
Toyota,Matrix,1.8,Hybrid,2014,70932,26134
Toyota,Matrix,1.0,Hybrid,2001,91581,7097
Porsche,718 Cayman,4.0,Petrol,2001,97322,13957
